Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Москва(Шереметьево);2012;1730419;1605672;1839271;1927912;2100607;2470916;2756826;2842147;2634008;2217255;1955171;1879611;25959815
Мотыгино;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2012;34968;35295;41178;42572;47640;53060;82291;53613;49852;45314;41917;42843;570543
Мыс Шмидта;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2012;11489;10578;11778;12630;15996;17062;18410;17401;15988;15037;14522;14678;175569
Назрань(Магас/Слепцовская);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2012;37888;37714;41880;43088;48598;60442;70793;70873;54966;42959;41049;41591;591841
Нижнекамск(Бегишево);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2012;36637;36553;44060;46909;61165;78170;83396;85728;82397;63570;62175;60861;741621
Нижняя Пеша;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2012;2151;2450;2573;2775;3026;3315;4001;4455;3925;3047;3207;3514;38439
Никольское;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2012;6938;6626;8410;8751;8798;11031;13515;16590;12153;10310;9252;9781;122155
Новосибирск(Северный);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2012;203811;194114;213297;215025;235498;298070;347386;350635;298738;259759;248855;251022;3116210
Новый Уренгой;2012;46481;43848;47829;48949;55338;54816;59591;60512;57114;54248;52430;56024;637180
Ноглики;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2012;28020;23648;27199;31283;45562;54158;56357;60245;53666;39670;31642;33187;484637
Норильск(Валек);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2012;12051;12284;13197;13495;15939;18888;20290;20744;19337;16436;15877;18069;196607
Нюрба;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2012;51323;48873;53223;57506;66045;84800;103320;104045;85188;69974;65082;65056;854435
Омсукчан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2012;23736;22780;27947;31163;40116;48923;58013;58314;48710;36803;32227;33091;461823
Орск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2012;905;979;1549;1773;2094;2037;2323;1975;2347;2191;1613;1400;21186
Пенза;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2012;56851;56477;63384;68721;81547;101565;107280;112155;101405;86525;79477;77581;992968
Песчанка(остров Колгуев);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2012;30442;30245;33340;39636;46158;58107;73928;83654;67880;50236;38761;45311;597698
Печора;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2012;3227;3032;3129;3194;4400;5942;5094;6368;6388;4139;3127;3757;51797
Провидения(Провидения Бухта);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2012;121110;108184;118669;133839;163138;182444;196343;208877;190790;158846;148439;138236;1868915
Ростов-на-Дону(Платов);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2012;662572;576192;686477;775794;965908;1231239;1320530;1321144;1163202;927935;769436;754131;11154560
Саранск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2012;14803;15663;17942;17781;21674;26424;30298;30997;27543;26110;22122;21478;272835
Саскылах;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2012;116848;104855;115011;110973;134381;230314;314256;323178;265442;158653;119345;123477;2116733
Среднеколымск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2012;14494;14310;16009;17258;17846;19487;21871;22377;20899;20594;18660;17054;220859
Старый Оскол;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2012;77747;74600;85690;84100;86807;114333;128446;130783;111705;91838;88804;88931;1163784
Сыктывкар;2012;18725;19957;22815;24400;27615;33990;38698;39347;32596;26904;25409;25102;335558
Таганрог(Южный);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2012;293;52;0;580;1343;1460;1898;2073;1617;1864;1564;1571;14315
Тара;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2012;721;878;1183;1499;1754;2002;3105;1737;1784;975;684;1224;17546
Тиличики;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2012;27814;27267;30873;31624;31554;40227;41940;49649;40294;35667;31544;31538;419991
Троицко-Печорск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2012;74223;73997;83953;84421;94210;122563;137542;142523;117262;104970;98709;105005;1239378
Удское;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2012;126881;116792;124468;129868;155795;183053;201774;208554;183072;161303;146581;148310;1886451
Ухта;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2012;866;1385;1274;1603;1122;1774;1124;1922;1717;1489;1734;1402;17412
Хабаровск(Новый);2012;112049;108211;120734;135263;140458;163122;194423;199174;171548;150103;139064;143572;1777721
Хандыга;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2012;15714;18264;21813;21273;19654;24122;25612;26179;23584;21422;22772;21778;262187
Харута;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2012;805;830;970;917;1591;1943;1964;2317;1343;1413;992;1121;16206
Херпучи;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2012;55667;54455;61277;65607;76897;98145;108587;111421;97561;85337;85436;90862;991252
Череповец;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2012;10998;10841;12789;14858;17656;23864;28539;29597;22840;20520;19634;21345;233481
Чокурдах;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2012;51846;50773;57779;57306;65766;79541;95059;96747;83330;70687;62073;67972;838879
Якутск;2012;36507;35314;44741;49138;50741;78731;98308;106400;77287;60552;53835;55575;747129
Якутск(Маган);2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2012;5677;5825;5509;5413;5498;5275;5365;5273;5476;5434;5585;6354;66684
Ярославль(Туношна);2012;195;804;796;750;691;633;736;877;1091;1404;1131;944;10052
Ярцево;2012;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2011;5030;4357;5839;5751;7112;10568;11913;12376;9357;7060;6459;7603;93425
Айхал;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2011;2946;2643;5975;5071;7212;9011;8753;8963;8402;7194;8724;7637;82531
Анапа(Витязево);2011;5858;0;0;0;5;73820;148248;152365;89253;25107;13135;12823;520614
Антипаюта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2011;48989;47751;57980;58411;65351;74440;74713;76850;67836;59230;54214;52420;738185
Астрахань(Нариманово);2011;20202;19441;22844;33477;31553;29909;31864;36682;39113;34406;24359;21839;345689
Ачинск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2011;4328;4016;4332;8341;8649;9765;11028;10683;9109;8815;8345;7102;94513
Белушье;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2011;9529;8550;10428;11413;13095;18400;23872;25106;18131;14600;12888;13278;179290
Бованенково;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2011;4445;3150;3453;4377;4413;5254;5590;5757;5014;3565;3286;3296;51600
Буревестник;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2011;94690;89535;101880;103928;114817;130743;152322;162133;131219;125959;116375;117799;1441400
Владикавказ(Беслан);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2011;29582;27230;34484;39783;54483;57983;63183;70148;63395;47956;37076;33797;559100
Вологда;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2011;3804;3608;4448;4874;6375;6650;6326;6368;6134;4939;4955;5100;63581
Воронеж(Чертовицкое);2011;11996;13798;15853;18882;22655;30722;33245;33617;30584;23651;21391;22333;278727
Вуктыл;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2011;197529;172311;201825;224274;269291;326089;374631;388818;340462;281460;254753;257609;3289052
Екатеринбург(Уктус);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2011;780;564;749;628;732;832;920;882;992;770;770;686;9305
Игарка;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2011;73024;70172;89192;85402;88786;120840;144249;147593;116090;92991;93655;94544;1216538
Кавалерово;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2011;60163;54947;67320;81880;107326;131035;137347;144498;134845;112738;99606;95057;1226762
Казачинское(Казачинск);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2011;72900;65009;81607;90657;101904;119533;137224;137676;115775;102423;91322;85546;1201576
Калуга;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2011;19507;17595;21834;23835;29582;41358;43179;46709;40272;29557;24324;23494;361246
Кепервеем;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2011;11630;11173;11983;12088;12632;12495;13504;13307;12842;12725;12499;12784;149662
Кодинск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2011;644;602;1128;1003;1413;2722;3512;2389;1866;1229;17;55;16580
Кондинское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2011;147782;136943;165298;175350;219267;254575;280830;301586;249927;212527;184370;182337;2510792
Красноселькуп;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2011;83815;81872;94950;97702;110931;159781;190011;205818;163461;133918;124315;130340;1576914
Красноярск(Черемшанка);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2011;643;618;735;1473;1134;979;1851;1776;1502;1205;1208;1042;14166
Лабожское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2011;4380;4205;5424;5478;6970;6665;7009;7182;5875;5138;5084;5120;68530
Лешуконское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2011;12681;14102;16534;17763;20257;27980;34441;36671;31236;24230;21328;20378;277601
Магнитогорск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2011;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2011;52651;46077;55271;61625;74884;85870;108056;128509;108323;87742;76944;80349;966301
Мирный;2011;23165;24693;29832;24807;29830;34071;25720;26386;23425;30824;28817;24655;326225
Москва(Быково);2011;0;0;0;0;0;0;0;0;0;0;0;0;0
Москва(Внуково);2011;569329;494655;573895;582102;598555;698150;933567;976084;858945;720000;602344;589536;8197162
Москва(Домодедово);2011;1622649;1264252;1579972;1898609;2264928;2590387;2912932;3019101;2651653;2210217;1849898;1837012;25701610
Москва(Остафьево);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2011;1442261;1308717;1523942;1573338;1821113;2169579;2439212;2462693;2239572;1918350;1733641;1718899;22351317
Мотыгино;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2011;37202;36642;43213;45672;52209;53914;55523;54549;49197;42597;38222;40955;549895
Мыс Шмидта;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2011;8985;8325;9167;10949;15273;13584;15375;15345;13226;12841;13605;13326;150001
Назрань(Магас/Слепцовская);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2011;39146;32896;40317;41661;44661;56813;66191;65637;52095;42532;40838;43434;566221
Нижнекамск(Бегишево);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2011;18761;16387;17315;20641;35935;51489;57008;58506;55467;45093;42494;41204;460300
Нижняя Пеша;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2011;2066;1913;2166;2330;2494;2647;3662;3735;2945;2450;2998;2904;32310
Никольское;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2011;8010;7606;8764;6935;6530;10483;14003;14100;10121;8333;7012;8349;110246
Новосибирск(Северный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2011;155796;147521;169344;179138;195593;243129;294165;312934;260594;227212;216219;222699;2624344
Новый Уренгой;2011;36344;34321;39847;43354;47978;48925;53257;56534;53594;47376;46570;50181;558281
Ноглики;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2011;24449;20623;23510;28225;42806;51245;53847;56056;50243;35956;28126;30484;445570
Норильск(Валек);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2011;10952;10913;11652;12393;13348;14718;15896;14797;13821;13762;14037;14235;160524
Нюрба;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2011;36823;34576;41861;44043;52868;73454;92348;95524;76817;60433;54809;54762;718318
Омсукчан;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2011;23293;21191;24207;26427;37012;46249;54851;59013;48326;37788;29339;28278;435974
Орск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2011;850;664;1257;1640;1878;2362;2507;2374;2475;2063;1460;1344;20874
Пенза;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2011;49636;45072;55511;60147;74833;90231;94341;98661;92047;78213;70121;65145;873958
Песчанка(остров Колгуев);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2011;28240;26136;31038;34353;42195;54099;70593;76354;64300;49476;38008;38717;553509
Печора;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2011;***;***;***;***;***;***;***;***;***;***;***;***;***
